name,gmap_id,descrption,category,facilities,text,amenidades
Blue Ridge Village,0x876c8443add7b90d:0xcfacf4a7a0c2da9,,['Resort hotel'],,"I absolutely love Love living here. Marcia is such an amazing person! Her attention to detail and making the small things matter adds to my quality of life. I don't think I would feel as at home if she wasn't here. The maintenance crew is great as well. Ashton.. Not sure if he is the maintenance manager, should be if he isn't, always makes sure things get resolved and always has a great attitude. Thanks everyone!",resort
Americas Best Value Inn Walcott / Davenport,0x87e3b86a4184a091:0xa3e9cb5d2fcceadf,"Unpretentious, budget rooms with cable TV & Wi-Fi, plus minifridges & microwaves upon request.",['Hotel' 'Motel'],,,
Days Inn Springfield/Chicopee MA,0x89e6dda568b47d2f:0x48f7f05748df1729,"Straightforward hotel with a tavern, free continental breakfast & WiFi, plus a spa.",['Motel' 'Hotel' 'Inn' 'Lodge'],,Easy to get to from the Mass Pike. Reasonable prices for a clean room. Breakfast was a pretty standard continental fare. Lots of nearby resturants.,"wifi, spa"
Love Field Inn,0x864e9c2655691c4f:0x33c14e596aa2acb0,"Motellike hotel offering unassuming rooms with satellite TV, a/c and free WiFi, plus parking.",['Hotel'],,,"wifi, parking"
"Motel 6 Humble, TX - Houston International Airport",0x8640b14a8f9942d9:0xae1df282ec774846,,['Motel' 'Hotel'],,,
Quest Inn,0x864e9667ce958bfd:0x8ddfbd7d05778404,,['Hotel'],,,
The Goat Pens at Cigar Springs Ranch,0x86edf919925f30ed:0x3bc6b6a3e3c4e221,,['Campground' 'Camping farm' 'Hotel' 'Live music venue' 'RV park'],['Good for kids' 'Public restroom'],Jeff was a great host. Hot showers and nice eco bathrooms. The stars at night are incredible! Definitely will return to this campsite in future trips. Very close to big bend! I did look and look twice. Would have been 5 stars but man I had to haul out my trash bags in my car as there was no dumpster.,
Bearcreek Inn,0x8859561c8a277bc1:0x2edce47664a93ef2,,['Hotel'],,,
The Shirlie House B&B,0x4cbab3ef24e60acb:0xfe11c0017ed2c37,,['Bed & breakfast' 'Hotel'],,,
Waterwheel RV,0x54c8b98fb936be0b:0x7bf670be259d77fc,,['Hotel'],,,
Knights Inn Rolla,0x87da54de49a4a597:0xaa7cf1ff43212de,,['Hotel' 'Motel'],,,
Sir Lawrence Guest House,0x865cbd673c80e879:0x7af5ba154fd7e95f,,['Hotel'],,,
Recovery Hotel,0x8841b3fd8912f973:0x36d6ff97501b4c36,,['Hotel'],,Good na meetings,
Tahoe City Inn,0x80997d7492c8076b:0x7bc3ce139a7cfa3d,"Budget motor inn offering straightforward rooms & suites, some with lake views, plus free Wi-Fi.",['Motel' 'Hotel'],,"Great cozy little place, I spend at least a week or more here a year, great for 1 or 2 people and would recommend for anyone on a budget.",
The Scheppard’s Hook Motel,0x89d8369fc25922b9:0x2beb3f4ae49b0b0,,['Motel' 'Hotel' 'Lodge'],,This is the second time I've stayed here. Very satisfied with the room .the owners are super nice people.this is my go to place when I come up north to fish.will definitely stay here again.,
Super 8 by Wyndham Canton IL,0x87e02aff7a09a4c1:0x2b80642b92fcc1d,"Typical roadside lodging offering free Wi-Fi, breakfast & parking for large vehicles.",['Hotel' 'Lodge'],,"I stayed in one of the newly remodeled rooms. I love the decor they chose from the bedding to the carpet. The room was quite spacious and had a flat screen mounted on the wall, instead of the usual sitting on a dresser. Bed was comfortable and pillows were ample. I would stay here again.","parking, spa"
Super 8 Auburn,0x809b05405313b2e5:0xc086278880b19088,"Simple budget hotel with en suite bathrooms, plus free continental breakfast & WiFi.",['Hotel' 'Inn' 'Lodge'],,"Could use some sprucing up maybe new bedspreads or update the furniture in the rooms.   Could be a bit cleaner some rooms look better than others as far as overall cleanliness.  This place does accept cash and rooms are cheep,  most other hotels in auburn Indiana are card only.",wifi
USCG TRACEN Petaluma Guest Lodging,0x8085cb5aba0decab:0x6088aa1328702cbf,,['Hotel'],,Nice place to stay and rwasonable price,
Country Villa Motel,0x89cc9799f01f91fd:0x261784417f97f0d,,['Motel' 'Hotel'],,"This was my first visit and when i come back i will definitely stay there again.  Its your typical ""hole in the wall"" motel in a small town but i was very impressed.  The owner or manager (im not sure which he was) was very kind, warm and welcoming.  He was very accommodating to our needs. Our room was clean and smelled nice. The shower, A/C, fridge and cable t.v. all worked very well.  Its inexpensive, we stayed 2 nights and it was worth every penny.",
Red Roof Inn Atlanta - Six Flags,0x88f51eb2cba812d3:0xff6d35a2781a7637,Homey rooms with sitting areas in a straightforward budget hotel offering free Wi-Fi & parking.,['Hotel' 'Extended stay hotel' 'Inn' 'Motel'],,My stay was great. Very quiet and the front desk manager is great. Thank y'all for being so accommodating.,parking
Creekside Mountain Resort,0x8762b59effa390ff:0x55f7cbb368a40a91,,['Resort hotel'],,,resort
Hillbilly Haven (nightly rental),0x86e1d1754fd3ab81:0x9da08bcb51e06f72,,['Hotel'],,,
Biltmore Village Lodge,0x8859f32260b31a41:0xa8ae4f62ab920681,"Low-key lodging with unfussy rooms & free perks such as WiFi, continental breakfast & parking.",['Hotel'],,,"wifi, parking"
Mountain Top Retreat Cabin Rentals,0x8866195810d317b3:0x11817010f35dede4,,['Cabin rental agency' 'Hotel' 'Motel'],,,
Seigel Suites,0x86d67b8c1866d871:0x6706856c348f9bda,"Unfussy extended-stay hotel featuring bright studios with kitchenettes, plus parking & Wi-Fi.",['Hotel'],,,parking
American Hotel Register Co,0x89c1788b3da0853d:0x3e710fe49b68b02c,,['Hotel supply store' 'Office supply' 'Store' 'Wholesaler'],['Wheelchair accessible entrance'],,
Lake Sonoma Resort Area,0x808403f177d5a565:0xff740b2414ff4571,,['Resort hotel' 'Boat rental service'],,I stayed at the resort campground. Porta potty but a lot and maintained. The sites had some gladd about mut hard to maintain that. Be weary of ticks this season. Lake is very low but would still recommend camping for stars and easy getaway from north bay,resort
A Unique Boutique & Spa,0x864ddb32cb587add:0x2f3bf0af4fe354d6,,"['Spa' 'Day spa' 'Facial spa' 'Massage therapist' 'Medical spa'
 'Resort hotel' 'Waxing hair removal service']","['Identifies as Black-owned' 'Identifies as veteran-led'
 'Identifies as women-led' 'LGBTQ friendly'
 'Wheelchair accessible entrance' 'Wheelchair accessible restroom'
 'Restroom']","This was first facial. Angelique was an angel. What an amazing experience. Beautiful, peaceful and relaxing! Thank you!","massage, resort, spa"
WorldMark The Club,0x54900d120e826e4f:0xaf3fc4eb78fd6fb0,,['Timeshare agency' 'Resort hotel' 'Vacation home rental agency'],['Wheelchair accessible entrance'],,resort
Lincoln Park Guest House,0x880fd31aa047ba2b:0xaf81c121fd86f2ba,Laid-back suite with luxe linens & a marble bathroom in an 1891 residence with free WiFi & parking.,['Bed & breakfast' 'Hotel'],,,"wifi, parking"
Koyote Ranch Resort,0x8659546b226fb425:0x17c8cba85af0b6f6,,['Resort hotel'],,,resort
The Big Blue House - Tucson Boutique Inn,0x86d67119827a001f:0x338f4b346382474c,"Quirky all-suite B&B offering in-room kitchens & air purifiers, plus free Wi-Fi & breakfast.",['Bed & breakfast' 'Extended stay hotel' 'Indoor lodging'],,,
Econo Lodge,0x885420175702d7cb:0x15239f3ec9aca79c,,['Hotel'],,,
Super 7 Inn,0x89aacb298ca52d03:0x30db9daeca502e,,['Hotel' 'Indoor lodging'],,,
Casino Inn & Suites,0x8878c13ba9f54693:0xed437798d1247b9f,"Pared-down rooms in a redbrick inn offering interior corridors, plus free breakfast & coffee.",['Hotel'],,Nice little casino.  Friendly staff and no mask requirement .,casino
"Fairbridge Inn Express 7200 Transit Rd,Williamsville NY",0x89d375aa303d7037:0xf129d7892f25e4f,,['Hotel'],,,
Cozy Creekside Cottage,0x8762cdbaa77141ed:0x1b71e566d71ab7d0,,['Hotel'],,,
Archbishop's Mansion,0x808580baceca266f:0x275a1fbded7c99a2,,['Hotel'],,,
Loews,0x89e37b8f41be231d:0x9d0a03c8164fd4a8,,['Hotel'],,,
Time Away RV Resort - Talladega Alabama,0x888bcf3f7272837d:0x30a6fde7d5cf86bc,,['RV park' 'Campground' 'Resort hotel'],['Identifies as veteran-led' 'Identifies as women-led'],,resort
WildFlower Cabin,0x885bfdbd568c90fb:0x4cfa3271e7d174d7,,['Hotel'],,,
Chops Family Inn,0x88769340bd1a68f3:0xd94b1b0f875e9d49,,['Bar' 'Hotel'],"['Outdoor seating' 'Delivery' 'Bar games' 'Fast service'
 'Great beer selection' 'Great cocktails' 'Sports'
 'Wheelchair accessible entrance' 'Alcohol' 'Beer' 'Cocktails'
 'Hard liquor' 'Wine' 'Casual' 'Cozy' 'Groups']","Chops family inn is where it's at!! Tasty drinks, friendly staff, live music, and a spacious venue. If you want that kool place to hang on the down low. Then Chops Family Inn is where it's at in Southern Illinois. They serve food which was very tasty as well. 5 stars all day when you support local music!! 🌠🌠🌠🌠🌠","food, spa"
Marriott Conference Center at the National Center for Employee Development,0x87b2435494f69cdf:0x477bdc89ab3e3484,"Warm quarters in a casual hotel with outdoor pool, dining & a gym, plus 65,000 sq ft of event space.",['Hotel' 'Conference center' 'Wedding venue'],,,"gym, pool, spa"
The Inn at Pettyjohn,0x884a7c2533446909:0x717464d5471ff090,"Low-key rooms, some with fireplaces & hot tubs, plus free breakfast & an outdoor pool.",['Hotel'],,,pool
Daytona Beach Hotels,0x88e6da5a53e1489f:0xaeffcc3b4ee6fc7c,,['Hotel'],,,
Best Western Airport Plaza Inn & Conference Center,0x87df315d58af3063:0x60d89aa3827d4630,"Basic airport lodging with a pool & a game room, plus free breakfast & an airport shuttle.",['Hotel'],,,pool
Wildwood Resort,0x52ac97b97653466b:0x8de7bdff6b7e3bf1,,['Resort hotel'],,,resort
Sunshine Inn,0x88dd5392befeaf0d:0x585c0ad1614f570d,,['Hotel' 'Motel'],,,
Las Palmas Motel,0x80c3523cf3ce5315:0x1ab6a9c167ed0b34,,['Hotel'],,,
Beach Country Retreat,0x886a5bb6914eac3b:0x71e5f9769156fd9d,,['Hotel'],,,
IdleAir,0x885548c6a1f4263d:0x6c5ef795436b4659,,"['Truck stop' 'Electric vehicle charging station' 'Hotel' 'Motel'
 'Parking lot' 'Rest stop' 'Wi-Fi spot']",['Wheelchair accessible entrance' 'Debit cards'],,"parking lot, parking"
Gretchen Nelson Scott,0x889383b31e6c0de5:0x1268ebe963e84278,,['Hotel'],,,
Shangri-la,0x549764b9f9abd92f:0x38b72eece90b61ae,,['Hotel'],,,
Summit Villa,0x865c9f08bf676ced:0x701db2c871638f88,,['Hotel'],,,
Gansett Green Manor,0x89e8b0083bed3cd9:0x6fa839f92e2d2f2b,"Laid-back hotel with a garden, offering suites, studios & cottages with kitchens.",['Hotel' 'Inn'],,,
King's Inn Hotel,0x89c88eaa536112af:0x9126ca2f3f8088a3,,['Extended stay hotel'],,"They offer what they call long term extended stay, weekly 200.
For what it is I don't got nothing to complain about, your getting pretty much a studio apartment, good security, on site laundry, and the rooms are furnished with a couch, bed, refrigerator and microwave.",laundry
Quality Inn & Suites,0x89b114013b552463:0xf5e1d828ac3ed281,"Standard Midtown hotel with free breakfast & WiFi, plus an outdoor pool & free parking.",['Hotel' 'Lodge'],,A one step above being a true dive. There was a homeless family crashing in the lobby on the day I checked in. The elevators were old and rickety. On check out day one.broke down and there are only 2. The key cards didn't work. The parking lot was dark and obscured from.viewing from anywhere in hotel or any room. The parking lot steps were old rusted metal steps painted over but in need of repair.the inside steps were dark and smelled of cigarette smoke.  The.breakfast was good and the ladies were nice in the mornings. To top off my wonderful experience the receptionist refused to give me any type of receipt.,"wifi, pool, parking lot, parking"
Hotel North Bend,0x54c3850ae8d3359b:0x2c7607c4b4f1d8ad,,['Hotel'],,,
Valley Motel,0x864e7409652c39ef:0xe10ecc257e13033f,,['Motel' 'Hotel'],,"Bugs, roaches, animals living in the walls.  My bed sheets were dirty.  I slept on top of their covers with my own.  I was desperate for a room.  The walls were dirty, room oddly set up. , the shower was dirty , dimly lit, very small. I was there for a couple of weeks.  I cleaned it and sprayed for the bugs. I'll try to plan better next time before I look for a cheap motel.",
The Mill Inn,0x5485b704b752e679:0xce9c86b6c7718bed,"Charming inn with 7 warm, individually decorated rooms, plus a traditional bistro & a bar.",['Hotel'],,Such a cute place to stay! The front desk man was so nice and professional. Our room was perfect! Can't wait to stay in every one of the rooms! And we got a free drink ticket!,
Pony Express Casino,0x80a9c7a68046c433:0x2fb37aa367f474b0,,['Casino' 'Golf course' 'Hotel'],"['Wheelchair accessible elevator' 'Wheelchair accessible entrance'
 'Wheelchair accessible parking lot' 'Bar onsite']",,"parking lot, casino, parking"
Lehigh Shelter,0x89c44ea99d96ef49:0xff0da3b1c20ae4ce,,['Hotel'],,"This is a great little section of the Appalachian Trail.
There are several small campsites with fire rings before you get to the shelter from the parking lot.
There is a nature center, but I haven't had the opportunity to visit them.
We go to run our RC Rock Crawlers and there have been just a few hikers, but I'm certain when the weather gets warmer there'll be many more.","parking lot, parking"
Gateway Inn Terrell,0x86494fa94a19fe41:0xb6af135f2fb6138d,"Basic hotel near the outlet mall offering free breakfast & WiFi, plus an outdoor pool. ",['Hotel'],,,"wifi, pool"
Austin's Original Tiny Home Hotel,0x8644b7c0faa83e17:0x6d448c3e1390a705,"Craftsman-style tiny homes offering kitchens, sleeping lofts & private porches, plus free Wi-Fi.",['Hotel'],,"The park and the constantly changing staff deserve five stars. I gave three due to the pricing.  I live full time in my RV. I lived most of 2019 in this RV park. In April 2020 I went on a short road trip. When I left my rent was $440 a month, now it is $700. I've paid for May then I will leave and won't return. I'm parked on a gravel pad,  one of the least expensive spots in the park. Concrete pads cost more, I have no idea how much more. This is a very nice park, the management and staff are constantly changing, they are all good, but never stay here long.",
SOUND ADVENTURE,0x89a45b71b3f1366f:0xe12a508cac7786a1,,['Hotel'],,,
Summit Inn Hotel & Suites,0x865ca9b351d4178b:0xf78d6242b7415510,"Unfussy rooms & suites in a relaxed hotel offering free Wi-Fi & breakfast, plus a pool & a hot tub.",['Hotel' 'Bed & breakfast' 'Extended stay hotel' 'Inn' 'Lodge'],,Front desk employee was dirty. Got our room and there was no toilet paper or towels. Beds didn't even have comforters it was curtains so all you had was a sheet. You couldn't have 2 lights on at the same time. Carpet had red stains everywhere. Never again!,pool
The Country Club at Woodloch Springs,0x89c4ac29c5e925d1:0x971fffb60a73ad23,"Mountain resort with rustic rooms & contemporary suites, plus golf, dining, a nightclub & a spa.",['Golf course' 'American restaurant' 'Country club' 'Resort hotel'],"['Wheelchair accessible entrance' 'Wheelchair accessible parking lot'
 'Wheelchair accessible restroom' 'Wheelchair accessible seating']",,"restaurant, parking lot, resort, parking, spa"
Golden Inn Motel,0x864eb09e0500e083:0x14776bfaf7d207fa,,['Motel' 'Hotel' 'Inn'],,"The most disgusting place! Had to take toilet tank lid off to flush toilet, cockroaches going everywhere in broad daylight and the deadbolt didn't work at all.",
Unique Stays With Tony And Lacey's Conversions,0x862e47c7542338eb:0xb6186971cad9337e,,"['Cabin rental agency' 'Bed & breakfast' 'Cottage rental' 'Guest house'
 'Hotel' 'Lodge' 'Vacation home rental agency']",,,
Best Western Posada Ana Inn-Airport - CLOSED,0x865cf5554514d357:0x789b6e74e23d505d,"Traditional hotel with free Wi-Fi, parking & an airport shuttle, plus an outdoor pool.",['Hotel'],,My visit to this hotel is awesome. We came before 3pm and our reservation was ready. Vanessa Andrade is such an awesome amazing person. She took very good care of me and my daughter. She has excellent customer service. I would recommend this hotel.,"pool, parking"
